order_trip_id,driver_id,customer_id,restaurant_id,order_status,delivery_status,is_completed,order_total_usd,taxes_usd,tip_usd,gross_bookings_usd,customer_request_timestamp,restaurant_accept_timestamp,driver_accept_timestamp,driver_arrival_pickup_timestamp_utc,driver_dropoff_timestamp_utc,datestr
2785,1085,786,40785,completed,completed,TRUE,42,4.20,8,54.20,46:42.0,58:13.2,09:44.4,21:15.6,32:46.8,1/6/2022
2786,1086,787,40786,completed,completed,TRUE,49,4.90,9,62.90,50:57.0,02:28.2,13:59.4,25:30.6,37:01.8,1/24/2022
2787,1087,788,40787,completed,completed,TRUE,26,2.60,11,39.60,47:16.0,58:47.2,10:18.4,21:49.6,33:20.8,1/19/2022
2788,1088,789,40788,completed,completed,TRUE,70,7.00,6,83.00,37:31.0,49:02.2,00:33.4,12:04.6,23:35.8,1/9/2022
2789,1089,790,40789,completed,completed,TRUE,15,1.50,7,23.50,06:03.0,17:34.2,29:05.4,40:36.6,52:07.8,1/29/2022
2790,1090,791,40790,completed,completed,TRUE,27,2.70,6,35.70,49:39.0,01:10.2,12:41.4,24:12.6,35:43.8,1/2/2022
2791,1091,792,40791,completed,completed,TRUE,16,1.60,11,28.60,10:09.0,21:40.2,33:11.4,44:42.6,56:13.8,2/15/2022
2792,1092,793,40792,completed,completed,TRUE,51,5.10,12,68.10,55:08.0,06:39.2,18:10.4,29:41.6,41:12.8,2/13/2022
2793,1093,794,40793,completed,completed,TRUE,60,6.00,12,78.00,41:00.0,52:31.2,04:02.4,15:33.6,27:04.8,1/21/2022
2794,1094,795,40794,completed,completed,TRUE,44,4.40,9,57.40,51:57.0,03:28.2,14:59.4,26:30.6,38:01.8,2/11/2022
2795,1095,796,40795,completed,completed,TRUE,43,4.30,13,60.30,52:18.0,03:49.2,15:20.4,26:51.6,38:22.8,1/23/2022
2796,1096,797,40796,completed,completed,TRUE,67,6.70,13,86.70,27:28.0,38:59.2,50:30.4,02:01.6,13:32.8,2/10/2022
2797,1097,798,40797,completed,completed,TRUE,64,6.40,9,79.40,46:12.0,57:43.2,09:14.4,20:45.6,32:16.8,2/23/2022
2798,1098,799,40798,completed,completed,TRUE,57,5.70,13,75.70,32:58.0,44:29.2,56:00.4,07:31.6,19:02.8,2/24/2022
2799,1099,800,40799,completed,completed,TRUE,42,4.20,10,56.20,40:03.0,51:34.2,03:05.4,14:36.6,26:07.8,2/10/2022
2800,1100,801,40800,completed,completed,TRUE,34,3.40,11,48.40,02:01.0,13:32.2,25:03.4,36:34.6,48:05.8,1/16/2022
2801,1101,802,40801,completed,completed,TRUE,28,2.80,10,40.80,03:14.0,14:45.2,26:16.4,37:47.6,49:18.8,1/19/2022
2802,1102,803,40802,completed,completed,TRUE,61,6.10,10,77.10,40:04.0,51:35.2,03:06.4,14:37.6,26:08.8,2/21/2022
2803,1103,804,40803,completed,completed,TRUE,17,1.70,7,25.70,09:43.0,21:14.2,32:45.4,44:16.6,55:47.8,1/29/2022
2804,1104,805,40804,completed,completed,TRUE,69,6.90,7,82.90,07:16.0,18:47.2,30:18.4,41:49.6,53:20.8,1/1/2022
2805,1105,806,40805,completed,completed,TRUE,52,5.20,10,67.20,37:46.0,49:17.2,00:48.4,12:19.6,23:50.8,2/13/2022
2806,1106,807,40806,completed,completed,TRUE,46,4.60,12,62.60,30:00.0,41:31.2,53:02.4,04:33.6,16:04.8,1/8/2022
2807,1107,808,40807,completed,completed,TRUE,34,3.40,6,43.40,50:06.0,01:37.2,13:08.4,24:39.6,36:10.8,2/22/2022
2808,1108,809,40808,completed,completed,TRUE,62,6.20,8,76.20,45:52.0,57:23.2,08:54.4,20:25.6,31:56.8,1/24/2022
2809,1109,810,40809,completed,completed,TRUE,59,5.90,5,69.90,54:55.0,06:26.2,17:57.4,29:28.6,40:59.8,2/7/2022
2810,1110,811,40810,completed,completed,TRUE,67,6.70,7,80.70,23:40.0,35:11.2,46:42.4,58:13.6,09:44.8,2/24/2022
2811,1111,812,40811,completed,completed,TRUE,19,1.90,13,33.90,00:26.0,11:57.2,23:28.4,34:59.6,46:30.8,2/17/2022
2812,1112,813,40812,completed,completed,TRUE,42,4.20,9,55.20,42:31.0,54:02.2,05:33.4,17:04.6,28:35.8,2/4/2022
2813,1113,814,40813,completed,completed,TRUE,68,6.80,7,81.80,25:53.0,37:24.2,48:55.4,00:26.6,11:57.8,2/13/2022
2814,1114,815,40814,completed,completed,TRUE,16,1.60,9,26.60,41:22.0,52:53.2,04:24.4,15:55.6,27:26.8,2/1/2022
2815,1115,816,40815,completed,completed,TRUE,22,2.20,15,39.20,47:41.0,59:12.2,10:43.4,22:14.6,33:45.8,2/10/2022
2816,1116,817,40816,completed,completed,TRUE,44,4.40,14,62.40,05:25.0,16:56.2,28:27.4,39:58.6,51:29.8,2/6/2022
2817,1117,818,40817,completed,completed,TRUE,32,3.20,5,40.20,37:12.0,48:43.2,00:14.4,11:45.6,23:16.8,1/28/2022
2818,1118,819,40818,completed,completed,TRUE,60,6.00,15,81.00,00:30.0,12:01.2,23:32.4,35:03.6,46:34.8,2/11/2022
2819,1119,820,40819,completed,completed,TRUE,51,5.10,9,65.10,17:45.0,29:16.2,40:47.4,52:18.6,03:49.8,2/23/2022
2820,1120,821,40820,completed,completed,TRUE,44,4.40,5,53.40,52:56.0,04:27.2,15:58.4,27:29.6,39:00.8,1/11/2022
2821,1121,822,40821,completed,completed,TRUE,49,4.90,10,63.90,57:00.0,08:31.2,20:02.4,31:33.6,43:04.8,1/15/2022
2822,1122,823,40822,completed,completed,TRUE,17,1.70,12,30.70,42:49.0,54:20.2,05:51.4,17:22.6,28:53.8,2/13/2022
2823,1123,824,40823,completed,completed,TRUE,28,2.80,15,45.80,11:26.0,22:57.2,34:28.4,45:59.6,57:30.8,1/8/2022
2824,1124,825,40824,completed,completed,TRUE,15,1.50,14,30.50,53:44.0,05:15.2,16:46.4,28:17.6,39:48.8,1/10/2022
2825,1125,826,40825,completed,completed,TRUE,40,4.00,6,50.00,21:06.0,32:37.2,44:08.4,55:39.6,07:10.8,1/7/2022
2826,1126,827,40826,completed,completed,TRUE,31,3.10,7,41.10,47:08.0,58:39.2,10:10.4,21:41.6,33:12.8,2/7/2022
2827,1127,828,40827,completed,completed,TRUE,19,1.90,13,33.90,36:14.0,47:45.2,59:16.4,10:47.6,22:18.8,1/29/2022
2828,1128,829,40828,completed,completed,TRUE,21,2.10,11,34.10,30:43.0,42:14.2,53:45.4,05:16.6,16:47.8,1/1/2022
2829,1129,830,40829,completed,completed,TRUE,22,2.20,12,36.20,35:02.0,46:33.2,58:04.4,09:35.6,21:06.8,1/5/2022
2830,1130,831,40830,completed,completed,TRUE,53,5.30,10,68.30,38:35.0,50:06.2,01:37.4,13:08.6,24:39.8,2/13/2022
2831,1131,832,40831,completed,completed,TRUE,48,4.80,9,61.80,31:08.0,42:39.2,54:10.4,05:41.6,17:12.8,2/15/2022
2832,1132,833,40832,completed,completed,TRUE,34,3.40,12,49.40,26:27.0,37:58.2,49:29.4,01:00.6,12:31.8,1/22/2022
2833,1133,834,40833,completed,completed,TRUE,19,1.90,11,31.90,26:20.0,37:51.2,49:22.4,00:53.6,12:24.8,2/13/2022
2834,1134,835,40834,completed,completed,TRUE,61,6.10,8,75.10,24:35.0,36:06.2,47:37.4,59:08.6,10:39.8,2/25/2022
2835,1135,836,40835,completed,completed,TRUE,54,5.40,14,73.40,12:20.0,23:51.2,35:22.4,46:53.6,58:24.8,2/26/2022
2836,1136,837,40836,completed,completed,TRUE,24,2.40,6,32.40,39:19.0,50:50.2,02:21.4,13:52.6,25:23.8,2/6/2022
2837,1137,838,40837,completed,completed,TRUE,28,2.80,12,42.80,44:50.0,56:21.2,07:52.4,19:23.6,30:54.8,2/5/2022
2838,1138,839,40838,completed,completed,TRUE,41,4.10,9,54.10,52:29.0,04:00.2,15:31.4,27:02.6,38:33.8,1/15/2022
2839,1139,840,40839,completed,completed,TRUE,51,5.10,8,64.10,03:29.0,15:00.2,26:31.4,38:02.6,49:33.8,1/3/2022
2840,1140,841,40840,completed,completed,TRUE,63,6.30,15,84.30,17:03.0,28:34.2,40:05.4,51:36.6,03:07.8,2/20/2022
2841,1141,842,40841,completed,completed,TRUE,26,2.60,15,43.60,56:41.0,08:12.2,19:43.4,31:14.6,42:45.8,2/13/2022
2842,1142,843,40842,completed,completed,TRUE,48,4.80,15,67.80,53:09.0,04:40.2,16:11.4,27:42.6,39:13.8,1/18/2022
2843,1143,844,40843,completed,completed,TRUE,39,3.90,8,50.90,54:53.0,06:24.2,17:55.4,29:26.6,40:57.8,2/10/2022
2844,1144,845,40844,completed,completed,TRUE,24,2.40,15,41.40,36:06.0,47:37.2,59:08.4,10:39.6,22:10.8,1/11/2022
2845,1145,846,40845,completed,completed,TRUE,17,1.70,15,33.70,31:29.0,43:00.2,54:31.4,06:02.6,17:33.8,1/10/2022
2846,1146,847,40846,completed,completed,TRUE,63,6.30,7,76.30,09:42.0,21:13.2,32:44.4,44:15.6,55:46.8,2/2/2022
2847,1147,848,40847,completed,completed,TRUE,59,5.90,12,76.90,21:55.0,33:26.2,44:57.4,56:28.6,07:59.8,2/26/2022
2848,1148,849,40848,completed,completed,TRUE,70,7.00,6,83.00,22:29.0,34:00.2,45:31.4,57:02.6,08:33.8,2/20/2022
2849,1149,850,40849,completed,completed,TRUE,45,4.50,10,59.50,00:03.0,11:34.2,23:05.4,34:36.6,46:07.8,2/19/2022
2850,1150,851,40850,completed,completed,TRUE,63,6.30,9,78.30,29:29.0,41:00.2,52:31.4,04:02.6,15:33.8,2/12/2022
2851,1151,852,40851,completed,completed,TRUE,41,4.10,8,53.10,43:37.0,55:08.2,06:39.4,18:10.6,29:41.8,1/9/2022
2852,1152,853,40852,completed,completed,TRUE,60,6.00,6,72.00,41:42.0,53:13.2,04:44.4,16:15.6,27:46.8,1/13/2022
2853,1153,854,40853,completed,completed,TRUE,64,6.40,9,79.40,03:18.0,14:49.2,26:20.4,37:51.6,49:22.8,2/6/2022
2854,1154,855,40854,completed,completed,TRUE,39,3.90,8,50.90,02:33.0,14:04.2,25:35.4,37:06.6,48:37.8,2/4/2022
2855,1155,856,40855,completed,completed,TRUE,22,2.20,11,35.20,18:19.0,29:50.2,41:21.4,52:52.6,04:23.8,2/11/2022
2856,1156,857,40856,completed,completed,TRUE,53,5.30,12,70.30,02:15.0,13:46.2,25:17.4,36:48.6,48:19.8,2/10/2022
2857,1157,858,40857,completed,completed,TRUE,44,4.40,6,54.40,21:37.0,33:08.2,44:39.4,56:10.6,07:41.8,2/13/2022
2858,1158,859,40858,completed,completed,TRUE,66,6.60,9,81.60,59:08.0,10:39.2,22:10.4,33:41.6,45:12.8,1/15/2022
2859,1159,860,40859,completed,completed,TRUE,18,1.80,12,31.80,13:47.0,25:18.2,36:49.4,48:20.6,59:51.8,1/19/2022
2860,1160,861,40860,completed,completed,TRUE,38,3.80,7,48.80,39:31.0,51:02.2,02:33.4,14:04.6,25:35.8,2/13/2022
2861,1161,862,40861,completed,completed,TRUE,55,5.50,9,69.50,06:51.0,18:22.2,29:53.4,41:24.6,52:55.8,1/10/2022
2862,1162,863,40862,completed,completed,TRUE,64,6.40,9,79.40,53:04.0,04:35.2,16:06.4,27:37.6,39:08.8,2/26/2022
2863,1163,864,40863,completed,completed,TRUE,24,2.40,6,32.40,35:10.0,46:41.2,58:12.4,09:43.6,21:14.8,2/5/2022
2864,1164,865,40864,completed,completed,TRUE,57,5.70,11,73.70,33:50.0,45:21.2,56:52.4,08:23.6,19:54.8,2/16/2022
2865,1165,866,40865,completed,completed,TRUE,64,6.40,12,82.40,37:38.0,49:09.2,00:40.4,12:11.6,23:42.8,1/17/2022
2866,1166,867,40866,completed,completed,TRUE,16,1.60,5,22.60,17:44.0,29:15.2,40:46.4,52:17.6,03:48.8,2/12/2022
2867,1167,868,40867,completed,completed,TRUE,31,3.10,9,43.10,45:08.0,56:39.2,08:10.4,19:41.6,31:12.8,1/12/2022
2868,1168,869,40868,completed,completed,TRUE,53,5.30,11,69.30,08:04.0,19:35.2,31:06.4,42:37.6,54:08.8,2/13/2022
2869,1169,870,40869,completed,completed,TRUE,60,6.00,6,72.00,21:53.0,33:24.2,44:55.4,56:26.6,07:57.8,1/8/2022
2870,1170,871,40870,completed,completed,TRUE,45,4.50,7,56.50,45:53.0,57:24.2,08:55.4,20:26.6,31:57.8,2/20/2022
2871,1171,872,40871,completed,completed,TRUE,23,2.30,10,35.30,45:47.0,57:18.2,08:49.4,20:20.6,31:51.8,1/20/2022
2872,1172,873,40872,completed,completed,TRUE,47,4.70,11,62.70,08:01.0,19:32.2,31:03.4,42:34.6,54:05.8,1/18/2022
2873,1173,874,40873,completed,completed,TRUE,49,4.90,15,68.90,38:37.0,50:08.2,01:39.4,13:10.6,24:41.8,2/12/2022
2874,1174,875,40874,completed,completed,TRUE,40,4.00,9,53.00,53:41.0,05:12.2,16:43.4,28:14.6,39:45.8,2/13/2022
2875,1175,876,40875,completed,completed,TRUE,38,3.80,11,52.80,13:13.0,24:44.2,36:15.4,47:46.6,59:17.8,1/6/2022
2876,1176,877,40876,completed,completed,TRUE,25,2.50,6,33.50,09:51.0,21:22.2,32:53.4,44:24.6,55:55.8,1/2/2022
2877,1177,878,40877,completed,completed,TRUE,48,4.80,13,65.80,44:37.0,56:08.2,07:39.4,19:10.6,30:41.8,2/25/2022
2878,1178,879,40878,completed,completed,TRUE,43,4.30,12,59.30,24:19.0,35:50.2,47:21.4,58:52.6,10:23.8,1/9/2022
2879,1179,880,40879,completed,completed,TRUE,61,6.10,14,81.10,41:14.0,52:45.2,04:16.4,15:47.6,27:18.8,1/20/2022
2880,1180,881,40880,completed,completed,TRUE,62,6.20,14,82.20,46:53.0,58:24.2,09:55.4,21:26.6,32:57.8,2/21/2022
2881,1181,882,40881,completed,completed,TRUE,53,5.30,11,69.30,29:38.0,41:09.2,52:40.4,04:11.6,15:42.8,2/13/2022
2882,1182,883,40882,completed,completed,TRUE,15,1.50,13,29.50,05:53.0,17:24.2,28:55.4,40:26.6,51:57.8,2/6/2022
2883,1183,884,40883,completed,completed,TRUE,63,6.30,13,82.30,41:15.0,52:46.2,04:17.4,15:48.6,27:19.8,1/20/2022
2884,1184,885,40884,completed,completed,TRUE,38,3.80,10,51.80,19:16.0,30:47.2,42:18.4,53:49.6,05:20.8,2/24/2022
2885,1185,886,40885,completed,completed,TRUE,52,5.20,12,69.20,27:09.0,38:40.2,50:11.4,01:42.6,13:13.8,1/14/2022
2886,1186,887,40886,completed,completed,TRUE,26,2.60,12,40.60,22:45.0,34:16.2,45:47.4,57:18.6,08:49.8,2/27/2022
2887,1187,888,40887,completed,completed,TRUE,64,6.40,7,77.40,21:41.0,33:12.2,44:43.4,56:14.6,07:45.8,2/14/2022
2888,1188,889,40888,completed,completed,TRUE,32,3.20,7,42.20,07:37.0,19:08.2,30:39.4,42:10.6,53:41.8,1/5/2022
2889,1189,890,40889,completed,completed,TRUE,56,5.60,6,67.60,36:01.0,47:32.2,59:03.4,10:34.6,22:05.8,2/26/2022
2890,1190,891,40890,completed,completed,TRUE,20,2.00,7,29.00,29:13.0,40:44.2,52:15.4,03:46.6,15:17.8,1/12/2022
2891,1191,892,40891,completed,completed,TRUE,27,2.70,7,36.70,30:31.0,42:02.2,53:33.4,05:04.6,16:35.8,1/14/2022
2892,1192,893,40892,completed,completed,TRUE,57,5.70,10,72.70,13:17.0,24:48.2,36:19.4,47:50.6,59:21.8,2/9/2022
2893,1193,894,40893,completed,completed,TRUE,58,5.80,13,76.80,01:26.0,12:57.2,24:28.4,35:59.6,47:30.8,2/21/2022
2894,1194,895,40894,completed,completed,TRUE,17,1.70,13,31.70,48:39.0,00:10.2,11:41.4,23:12.6,34:43.8,1/7/2022
2895,1195,896,40895,completed,completed,TRUE,48,4.80,5,57.80,10:30.0,22:01.2,33:32.4,45:03.6,56:34.8,2/17/2022
2896,1196,897,40896,completed,completed,TRUE,65,6.50,10,81.50,35:34.0,47:05.2,58:36.4,10:07.6,21:38.8,2/24/2022
2897,1197,898,40897,completed,completed,TRUE,18,1.80,14,33.80,22:28.0,33:59.2,45:30.4,57:01.6,08:32.8,2/13/2022
2898,1198,899,40898,completed,completed,TRUE,22,2.20,8,32.20,41:12.0,52:43.2,04:14.4,15:45.6,27:16.8,1/1/2022
2899,1199,900,40899,completed,completed,TRUE,64,6.40,13,83.40,07:42.0,19:13.2,30:44.4,42:15.6,53:46.8,2/6/2022
2900,1200,901,40900,completed,completed,TRUE,31,3.10,11,45.10,07:28.0,18:59.2,30:30.4,42:01.6,53:32.8,1/9/2022
2901,1201,902,40901,completed,completed,TRUE,37,3.70,10,50.70,55:40.0,07:11.2,18:42.4,30:13.6,41:44.8,1/30/2022
2902,1202,903,40902,completed,completed,TRUE,57,5.70,13,75.70,47:07.0,58:38.2,10:09.4,21:40.6,33:11.8,2/19/2022
2903,1203,904,40903,completed,completed,TRUE,17,1.70,12,30.70,29:10.0,40:41.2,52:12.4,03:43.6,15:14.8,2/13/2022
2904,1204,905,40904,completed,completed,TRUE,29,2.90,15,46.90,49:15.0,00:46.2,12:17.4,23:48.6,35:19.8,1/4/2022
2905,1205,906,40905,completed,completed,TRUE,67,6.70,5,78.70,53:54.0,05:25.2,16:56.4,28:27.6,39:58.8,2/13/2022
2906,1206,907,40906,completed,completed,TRUE,51,5.10,10,66.10,42:49.0,54:20.2,05:51.4,17:22.6,28:53.8,2/15/2022
2907,1207,908,40907,completed,completed,TRUE,59,5.90,15,79.90,26:59.0,38:30.2,50:01.4,01:32.6,13:03.8,1/26/2022
2908,1208,909,40908,completed,completed,TRUE,37,3.70,12,52.70,20:49.0,32:20.2,43:51.4,55:22.6,06:53.8,1/23/2022
2909,1209,910,40909,completed,completed,TRUE,36,3.60,13,52.60,11:28.0,22:59.2,34:30.4,46:01.6,57:32.8,2/2/2022
2910,1210,911,40910,completed,completed,TRUE,20,2.00,11,33.00,41:10.0,52:41.2,04:12.4,15:43.6,27:14.8,1/2/2022
2911,1211,912,40911,completed,completed,TRUE,29,2.90,14,45.90,31:11.0,42:42.2,54:13.4,05:44.6,17:15.8,2/17/2022
2912,1212,913,40912,completed,completed,TRUE,67,6.70,14,87.70,00:47.0,12:18.2,23:49.4,35:20.6,46:51.8,2/19/2022
2913,1213,914,40913,completed,completed,TRUE,49,4.90,13,66.90,05:57.0,17:28.2,28:59.4,40:30.6,52:01.8,2/11/2022
2914,1214,915,40914,completed,completed,TRUE,46,4.60,14,64.60,06:36.0,18:07.2,29:38.4,41:09.6,52:40.8,2/13/2022
2915,1215,916,40915,completed,completed,TRUE,58,5.80,13,76.80,45:13.0,56:44.2,08:15.4,19:46.6,31:17.8,2/10/2022
2916,1216,917,40916,completed,completed,TRUE,54,5.40,14,73.40,12:35.0,24:06.2,35:37.4,47:08.6,58:39.8,1/5/2022
2917,1217,918,40917,completed,completed,TRUE,44,4.40,15,63.40,29:48.0,41:19.2,52:50.4,04:21.6,15:52.8,1/11/2022
2918,1218,919,40918,completed,completed,TRUE,38,3.80,15,56.80,41:01.0,52:32.2,04:03.4,15:34.6,27:05.8,2/20/2022
2919,1219,920,40919,completed,completed,TRUE,23,2.30,14,39.30,33:04.0,44:35.2,56:06.4,07:37.6,19:08.8,1/28/2022
2920,1220,921,40920,completed,completed,TRUE,56,5.60,9,70.60,54:39.0,06:10.2,17:41.4,29:12.6,40:43.8,1/12/2022
2921,1221,922,40921,completed,completed,TRUE,45,4.50,10,59.50,53:19.0,04:50.2,16:21.4,27:52.6,39:23.8,1/16/2022
2922,1222,923,40922,completed,completed,TRUE,44,4.40,15,63.40,05:11.0,16:42.2,28:13.4,39:44.6,51:15.8,2/23/2022
2923,1223,924,40923,completed,completed,TRUE,42,4.20,10,56.20,08:14.0,19:45.2,31:16.4,42:47.6,54:18.8,1/28/2022
2924,1224,925,40924,completed,completed,TRUE,50,5.00,6,61.00,13:47.0,25:18.2,36:49.4,48:20.6,59:51.8,1/4/2022
2925,1225,926,40925,completed,completed,TRUE,34,3.40,6,43.40,13:49.0,25:20.2,36:51.4,48:22.6,59:53.8,1/31/2022
2926,1226,927,40926,completed,completed,TRUE,25,2.50,10,37.50,35:15.0,46:46.2,58:17.4,09:48.6,21:19.8,1/25/2022
2927,1227,928,40927,completed,completed,TRUE,52,5.20,10,67.20,20:25.0,31:56.2,43:27.4,54:58.6,06:29.8,1/5/2022
2928,1228,929,40928,completed,completed,TRUE,61,6.10,10,77.10,08:00.0,19:31.2,31:02.4,42:33.6,54:04.8,1/6/2022
2929,1229,930,40929,completed,completed,TRUE,27,2.70,14,43.70,44:09.0,55:40.2,07:11.4,18:42.6,30:13.8,1/1/2022
2930,1230,931,40930,completed,completed,TRUE,21,2.10,14,37.10,53:32.0,05:03.2,16:34.4,28:05.6,39:36.8,1/28/2022
2931,1231,932,40931,completed,completed,TRUE,47,4.70,11,62.70,26:22.0,37:53.2,49:24.4,00:55.6,12:26.8,1/15/2022
2932,1232,933,40932,completed,completed,TRUE,60,6.00,11,77.00,17:02.0,28:33.2,40:04.4,51:35.6,03:06.8,2/25/2022
2933,1233,934,40933,completed,completed,TRUE,20,2.00,15,37.00,56:49.0,08:20.2,19:51.4,31:22.6,42:53.8,2/17/2022
2934,1234,935,40934,completed,completed,TRUE,31,3.10,12,46.10,17:08.0,28:39.2,40:10.4,51:41.6,03:12.8,2/23/2022
2935,1235,936,40935,completed,completed,TRUE,16,1.60,14,31.60,47:32.0,59:03.2,10:34.4,22:05.6,33:36.8,2/13/2022
2936,1236,937,40936,completed,completed,TRUE,48,4.80,13,65.80,35:42.0,47:13.2,58:44.4,10:15.6,21:46.8,1/8/2022
2937,1237,938,40937,completed,completed,TRUE,22,2.20,11,35.20,08:33.0,20:04.2,31:35.4,43:06.6,54:37.8,1/16/2022
2938,1238,939,40938,completed,completed,TRUE,35,3.50,8,46.50,37:37.0,49:08.2,00:39.4,12:10.6,23:41.8,2/24/2022
2939,1239,940,40939,completed,completed,TRUE,65,6.50,9,80.50,37:29.0,49:00.2,00:31.4,12:02.6,23:33.8,2/24/2022
2940,1240,941,40940,completed,completed,TRUE,15,1.50,6,22.50,27:32.0,39:03.2,50:34.4,02:05.6,13:36.8,2/12/2022
2941,1241,942,40941,completed,completed,TRUE,22,2.20,6,30.20,43:13.0,54:44.2,06:15.4,17:46.6,29:17.8,2/22/2022
2942,1242,943,40942,completed,completed,TRUE,67,6.70,10,83.70,59:15.0,10:46.2,22:17.4,33:48.6,45:19.8,1/14/2022
2943,1243,944,40943,completed,completed,TRUE,65,6.50,6,77.50,48:17.0,59:48.2,11:19.4,22:50.6,34:21.8,1/22/2022
2944,1244,945,40944,completed,completed,TRUE,40,4.00,6,50.00,42:59.0,54:30.2,06:01.4,17:32.6,29:03.8,1/8/2022
2945,1245,946,40945,completed,completed,TRUE,47,4.70,8,59.70,29:14.0,40:45.2,52:16.4,03:47.6,15:18.8,1/23/2022
2946,1246,947,40946,completed,completed,TRUE,21,2.10,8,31.10,43:12.0,54:43.2,06:14.4,17:45.6,29:16.8,2/26/2022
2947,1247,948,40947,completed,completed,TRUE,63,6.30,14,83.30,35:23.0,46:54.2,58:25.4,09:56.6,21:27.8,1/15/2022
2948,1248,949,40948,completed,completed,TRUE,27,2.70,7,36.70,18:23.0,29:54.2,41:25.4,52:56.6,04:27.8,2/24/2022
2949,1249,950,40949,completed,completed,TRUE,60,6.00,6,72.00,51:04.0,02:35.2,14:06.4,25:37.6,37:08.8,2/16/2022
2950,1250,951,40950,completed,completed,TRUE,29,2.90,14,45.90,29:24.0,40:55.2,52:26.4,03:57.6,15:28.8,1/30/2022
2951,1251,952,40951,completed,completed,TRUE,45,4.50,11,60.50,16:41.0,28:12.2,39:43.4,51:14.6,02:45.8,2/2/2022
2952,1252,953,40952,completed,completed,TRUE,25,2.50,6,33.50,09:15.0,20:46.2,32:17.4,43:48.6,55:19.8,1/20/2022
2953,1253,954,40953,completed,completed,TRUE,26,2.60,14,42.60,42:39.0,54:10.2,05:41.4,17:12.6,28:43.8,2/13/2022
2954,1254,955,40954,completed,completed,TRUE,62,6.20,14,82.20,17:16.0,28:47.2,40:18.4,51:49.6,03:20.8,1/5/2022
2955,1255,956,40955,completed,completed,TRUE,19,1.90,5,25.90,22:00.0,33:31.2,45:02.4,56:33.6,08:04.8,2/7/2022
2956,1256,957,40956,completed,completed,TRUE,31,3.10,11,45.10,13:21.0,24:52.2,36:23.4,47:54.6,59:25.8,2/28/2022
2957,1257,958,40957,completed,completed,TRUE,63,6.30,10,79.30,23:43.0,35:14.2,46:45.4,58:16.6,09:47.8,1/10/2022
2958,1258,959,40958,completed,completed,TRUE,24,2.40,11,37.40,41:07.0,52:38.2,04:09.4,15:40.6,27:11.8,1/14/2022
2959,1259,960,40959,completed,completed,TRUE,44,4.40,14,62.40,15:08.0,26:39.2,38:10.4,49:41.6,01:12.8,1/27/2022
2960,1260,961,40960,completed,completed,TRUE,31,3.10,13,47.10,45:40.0,57:11.2,08:42.4,20:13.6,31:44.8,1/10/2022
2961,1261,962,40961,completed,completed,TRUE,57,5.70,7,69.70,18:29.0,30:00.2,41:31.4,53:02.6,04:33.8,2/13/2022
2962,1262,963,40962,completed,completed,TRUE,17,1.70,15,33.70,35:45.0,47:16.2,58:47.4,10:18.6,21:49.8,1/11/2022
2963,1263,964,40963,completed,completed,TRUE,17,1.70,7,25.70,41:15.0,52:46.2,04:17.4,15:48.6,27:19.8,2/7/2022
2964,1264,965,40964,completed,completed,TRUE,20,2.00,15,37.00,40:17.0,51:48.2,03:19.4,14:50.6,26:21.8,1/3/2022
2965,1265,966,40965,completed,completed,TRUE,61,6.10,12,79.10,59:16.0,10:47.2,22:18.4,33:49.6,45:20.8,1/30/2022
2966,1266,967,40966,completed,completed,TRUE,69,6.90,14,89.90,31:46.0,43:17.2,54:48.4,06:19.6,17:50.8,2/6/2022
2967,1267,968,40967,completed,completed,TRUE,49,4.90,14,67.90,08:28.0,19:59.2,31:30.4,43:01.6,54:32.8,2/27/2022
2968,1268,969,40968,completed,completed,TRUE,43,4.30,9,56.30,30:05.0,41:36.2,53:07.4,04:38.6,16:09.8,2/17/2022
2969,1269,970,40969,completed,completed,TRUE,27,2.70,8,37.70,05:55.0,17:26.2,28:57.4,40:28.6,51:59.8,1/8/2022
2970,1270,971,40970,completed,completed,TRUE,45,4.50,5,54.50,50:22.0,01:53.2,13:24.4,24:55.6,36:26.8,1/30/2022
2971,1271,972,40971,completed,completed,TRUE,42,4.20,8,54.20,52:48.0,04:19.2,15:50.4,27:21.6,38:52.8,1/14/2022
2972,1272,973,40972,completed,completed,TRUE,23,2.30,7,32.30,58:16.0,09:47.2,21:18.4,32:49.6,44:20.8,1/31/2022
2973,1273,974,40973,completed,completed,TRUE,48,4.80,10,62.80,25:32.0,37:03.2,48:34.4,00:05.6,11:36.8,2/6/2022
2974,1274,975,40974,completed,completed,TRUE,49,4.90,10,63.90,41:19.0,52:50.2,04:21.4,15:52.6,27:23.8,1/14/2022
2975,1275,976,40975,completed,completed,TRUE,58,5.80,7,70.80,01:58.0,13:29.2,25:00.4,36:31.6,48:02.8,1/14/2022
2976,1276,977,40976,completed,completed,TRUE,46,4.60,13,63.60,02:07.0,13:38.2,25:09.4,36:40.6,48:11.8,1/2/2022
2977,1277,978,40977,completed,completed,TRUE,34,3.40,15,52.40,14:28.0,25:59.2,37:30.4,49:01.6,00:32.8,1/30/2022
2978,1278,979,40978,completed,completed,TRUE,19,1.90,14,34.90,27:41.0,39:12.2,50:43.4,02:14.6,13:45.8,1/10/2022
2979,1279,980,40979,completed,completed,TRUE,46,4.60,7,57.60,03:52.0,15:23.2,26:54.4,38:25.6,49:56.8,2/23/2022
